rank,keyword,count
5707,평교사,1
5708,학교급식실,1
5709,폐암,1
5710,산재,1
5711,노동안전,1
5712,최하위,1
5713,근로조건,1
5714,교육정책의,1
5715,남은,1
5716,인력으로,1
5717,동의하지,1
5718,공론화와,1
5719,토론으로,1
5720,생활할,1
5721,위해공간·관계·교권·마음·급식·체험·성장의,1
5722,울타리,1
5723,체험활동을,1
5724,안심체험,1
5725,요원,1
5726,교육비특별회정책,1
5727,가드,1
5728,teacher,1
5729,guard,1
5730,상처,1
5731,치유를,1
5732,징검다리,1
5733,마음이음,1
5734,급식·건강,1
5735,중단,1
5736,유해,1
5737,차단을,1
5738,꿈에,1
5739,날개를,1
5740,담겠습니다,1
5741,직업교육까지,1
5742,키워내겠습니다,1
5743,탄탄,1
5744,주도성을,1
5745,교육인,1
5746,에듀hd,1
5747,휴먼,1
5748,직업고교,1
5749,리노베이션,1
5750,생태시민,1
5751,초록,1
5752,색깔,1
5753,찾아,1
5754,다채로운,1
5755,그리겠습니다,1
5756,적기,1
5757,예비학교,1
5758,아티스트,1
5759,choice,1
5760,포용과,1
5761,상생이,1
5762,어우러진,1
5763,공존으로,1
5764,대전교육,1
5765,원팀,1
5766,team,1
5767,해결을,1
5768,다이어트를,1
5769,공정,1
5770,경청하고,1
5771,체감할,1
5772,가속화,1
5773,합리적,1
5774,감사로,1
5775,사립학교와의,1
5776,책임보장,1
5777,교육·돌봄·치유·예방,1
5778,기초튼튼행복학교,1
5779,다각적,1
5780,난독증·경계선,1
5781,초3·중1을,1
5782,책임교육학년으로,1
5783,지정하여,1
5784,컴퓨터,1
5785,표준화된,1
5786,학습전문상담사,1
5787,학교폭력·자살·중독,1
5788,맛있는,1
5789,충청권,1
5790,메가,1
5791,유통망,1
5792,수산물,1
5793,방사능,1
5794,연동제,1
5795,규모별,1
5796,구간,1
5797,차등,1
5798,조리원,1
5799,급식노동자,1
5800,조리실,1
5801,석면·라돈,1
5802,퇴출,1
5803,환기,1
5804,중앙환기장치,1
5805,지자체·경찰청,1
5806,안전체험,1
5807,문제행동,1
5808,증설로,1
5809,과밀화,1
5810,특수교육대상학생의,1
5811,사회통합,1
5812,사회적응력,1
5813,서남부권,1
5814,공기,1
5815,중구,1
5816,증설,1
5817,협의체로,1
5818,pbs,1
5819,협력교사,1
5820,정도를,1
5821,인원수,1
5822,폭력과,1
5823,행정체제,1
5824,교무행정업무전담팀,1
5825,학교업무지원,1
5826,업무의,1
5827,초동대응,1
5828,sos현장,1
5829,가해자,1
5830,위주,1
5831,도박·마약류,1
5832,법적·제도적,1
5833,조치권,1
5834,교권보호위원회,1
5835,결과로,1
5836,직결되지,1
5837,학교평등예산제,1
5838,교육비의,1
5839,졸업앨범비,1
5840,체육복·생활복,1
5841,고퀄리티,1
5842,착한,1
5843,여학생,1
5844,위생용품,1
5845,계층으로,1
5846,빈곤,1
5847,탈북,1
5848,불평등으로,1
5849,동구와,1
5850,대덕구를,1
5851,예술융합,1
5852,가산점,1
5853,다문화학생,1
5854,교부금으로,1
5855,영역에,1
5856,표준안,1
5857,신변,1
5858,응급처치,1
5859,학교안전지원센터,1
5860,하교,1
5861,도로교통공단,1
5862,학교폭력전담팀,1
5863,담장,1
5864,출입문,1
5865,cctv증설,1
5866,학습비,1
5867,기관과의,1
5868,협의회비,1
5869,도입비,1
5870,발급으로,1
5871,학습관련,1
5872,확립하여,1
5873,절감하고자,1
5874,가정에,1
5875,발급,1
5876,금액의,1
5877,캐시백으로,1
5878,캐시백은,1
5879,학용품,1
5880,서적,1
5881,문화관람,1
5882,사용액,1
5883,한도액,1
5884,월과,1
5885,월은,1
5886,캐시백,1
5887,운용으로,1
5888,책임성을,1
5889,행정을,1
5890,운영하고,1
5891,공정과,1
5892,효율을,1
5893,회복하고자,1
5894,직위,1
5895,효율적인,1
5896,학급운영비,1
5897,적용으로,1
5898,비위,1
5899,교육청에,1
5900,gpu서버팜을,1
5901,연산,1
5902,제공함으로써,1
5903,ai기초역량,1
5904,향상시키고자,1
5905,ai교육과정,1
5906,ai이해,1
5907,교원대상,1
5908,ai리터러시,1
5909,카이스트,1
5910,연구단지와,1
5911,멘토십,1
5912,차년도부터,1
5913,시예산,1
5914,학습지원으로,1
5915,질서,1
5916,책임진단,1
5917,행정구역별,1
5918,수학탐구교실,1
5919,이력관리,1
5920,인문·사회,1
5921,영재프로그램,1
5922,통합교육체계,1
5923,전수진단,1
5924,성장관리체계,1
5925,학력격차,1
5926,ai디지털교과,1
5927,대학·지역사회,1
5928,교육복지특별지원금,1
5929,시민의식을,1
5930,디지털과,1
5931,인간성이,1
5932,진로진단과,1
5933,설계센터,1
5934,대전진로융합교육원,1
5935,핸드폰,1
5936,생활규정,1
5937,독서·편지쓰기·인성교육,1
5938,대전헌법시민교육연구원,1
5939,ai교육·인성교육,1
5940,기본체계,1
5941,진로융합교육센터,1
5942,인재교육,1
5943,선도도시,1
5944,지역대학·기업,1
5945,미래교육예산,1
5946,악성민원과,1
5947,교원고충처리,1
5948,특별지원체계,1
5949,대응시스템,1
5950,공문총량제,1
5951,학교업무대행센터,1
5952,저경력,1
5953,공무원,1
5954,공문총량제·업무대행센터,1
5955,행정효율화,1
5956,불필요,1
5957,돌봄·복지·안전,1
5958,자폐성·경계선,1
5959,학교폭력·디지털,1
5960,안전관리체계,1
5961,대전맘,1
5962,미래교육강사단,1
5963,돌봄·안전,1
5964,긴급지원체계,1
5965,복지교육,1
5966,교육복지특별회계,1
5967,지역사회·공공기관,1
5968,중심·학생,1
5969,교육발전,1
5970,행정구별,1
5971,개교·고등학교,1
5972,청렴성,1
5973,대전시·교육부,1
5974,지역협력사업,1
5975,시내버스,1
5976,도시철도,1
5977,이동권을,1
5978,경감하여,1
5979,교육복지를,1
5980,확대함,1
5981,교통카드를,1
5982,이용할,1
5983,이행방,1
5984,대전교통공사,1
5985,시내버스·도시철도,1
5986,이용률·만족도,1
5987,지방교육재정과,1
5988,청년·학생,1
5989,교통지원,1
5990,정책과,1
5991,교통복지,1
5992,공공교통,1
5993,교통·복지,1
5994,시행과정에서,1
5995,나타난,1
5996,혼란과,1
5997,운영상의,1
5998,문제점을,1
5999,면밀히,1
6000,검하고,1
6001,현실적이고,1
6002,줄이며,1
6003,진로·학습,1
6004,선택권이,1
6005,교육체계를,1
6006,학생·학부모·교사·학교관리자,1
6007,공론화위원회,1
6008,수렴을,1
6009,토론회·설문조사·간담회,1
6010,이동수업,1
6011,시간표,1
6012,일반고의,1
6013,필수과목,1
6014,고교교육,1
6015,이행기,1
6016,정책연계,1
6017,행정사업,1
6018,연구용역·공론화,1
6019,과학의,1
6020,과학교육,1
6021,용역량과,1
6022,성장하도록,1
6023,지원함,1
6024,혁신하고,1
6025,과학도시,1
6026,대전의,1
6027,대덕연구개발특구,1
6028,한국전자통신연구원,1
6029,프로젝트·과학탐구,1
6030,ai·과학,1
6031,미래교육·과학기술,1
6032,연구기관·대학과의,1
6033,스마트교육,1
6034,교육여,1
6035,차이를,1
6036,해소하여,1
6037,완화함,1
6038,강화하,1
6039,기초학력·심화학습·맞춤형,1
6040,특별지원,1
6041,진학지원센터,1
6042,학습·멘토링,1
6043,충남대학교,1
6044,학습기기,1
6045,특별사업,1
6046,지역사회·대학·공공기관,1
6047,기본권을,1
6048,학교·공공급식에,1
6049,식재료를,1
6050,공급하는,1
6051,농산물과,1
6052,급식환경을,1
6053,농업과,1
6054,친환경학교급식지원센터,1
6055,전국최고의,1
6056,공공급식을,1
6057,통합지원하는,1
6058,친환경학교급식지원센터를,1
6059,친환경·로컬푸드,1
6060,물류시설,1
6061,보육시설,1
6062,복지시설,1
6063,군부대까지,1
6064,가격,1
6065,안전성,1
6066,원산지,1
6067,유통,1
6068,농가와,1
6069,계약재배,1
6070,공급망,1
6071,지역경제,1
6072,공공급식지원센터,1
6073,사례를,1
6074,벤치마킹하여,1
6075,급식지원,1
6076,관계기관,1
6077,조직·물류,1
6078,학교급식·공공급식,1
6079,농림축산식품부,1
6080,공공급식·푸드플랜,1
6081,지역농협·생산자단체,1
6082,공급체계,1
6083,이끌어가는,1
6084,인간중심,1
6085,인문학적,1
6086,소양을,1
6087,열리는,1
6088,보조교사,1
6089,메이커교육센터,1
6090,중심학교,1
6091,마련과,1
6092,세계무대,1
6093,월드,1
6094,로보페스트,1
6095,사람을,1
6096,인문감성교육,1
6097,악기공유센터,1
6098,설립과,1
6099,덕도예술마루,1
6100,오페라,1
6101,양성에,1
6102,발맞춘,1
6103,연수기관,1
6104,교수학습지원센터,1
6105,다행복학교,1
6106,ai연구학교,1
6107,미래교육과정을,1
6108,학력과,1
6109,기초도,1
6110,심화도,1
6111,국가기초학력지원포털을,1
6112,초6,1
6113,마음까지,1
6114,지역돌봄,1
6115,진로교육팀,1
6116,취업지원시스템,1
6117,앞서,1
6118,체험하는,1
6119,신기술,1
6120,신산업,1
6121,미래직업교육센터,1
6122,선택부터,1
6123,설계까지,1
6124,선생님도,1
6125,쉼과,1
6126,sea,1
6127,station,1
6128,개입과,1
6129,긴급조치,1
6130,민원대응팀,1
6131,전문직,1
6132,교무행정,1
6133,교직원에게,1
6134,업무자동화,1
6135,한곳에,1
6136,모은,1
6137,부산교육연수포털,1
6138,원패스,1
6139,관계회복숙려제,1
6140,학생안전체험버스로,1
6141,참여의,1
6142,학부모지원센터,1
6143,자유통학구역,1
6144,배려로,1
6145,민주주의를,1
6146,가까이서,1
6147,혐오,1
6148,생활태도,1
6149,학교생활협약,1
6150,세계시민교육,1
6151,햇빛발전,1
6152,부산국제교육원,1
6153,평화와,1
6154,공존을,1
6155,동북아시아,1
6156,평화네트워크,1
6157,이중언어,1
6158,미들스쿨,1
6159,해양수도,1
6160,바다에서,1
6161,해양과학,1
6162,산업을,1
6163,해양ai교육센터,1
6164,해양교육,1
6165,극지해양교육,1
6166,즐기는,1
6167,부산학생해양수련원,1
6168,영화도시,1
6169,영화학교,1
6170,가족처럼,1
6171,행복교육,1
6172,따뜻하게,1
6173,행복교육을,1
6174,삶에,1
6175,연구학교로,1
6176,경계선지능,1
6177,희망피움교사,1
6178,전국연합학력평가,1
6179,응시,1
6180,현장체험학습비,1
6181,지역협력팀,1
6182,학생맞춤지원체계,1
6183,부산교육,1
6184,관리인력,1
6185,지역업체,1
6186,구매로,1
6187,부산경제,1
6188,마을교육거점센터,1
6189,주원초,1
6190,부산남고,1
6191,부산시민,1
6192,부산발ai교육대전환으로기초는강하게,1
6193,미래는똑똑하게,1
6194,ai교육연구정보원확대·개편,1
6195,행복한미래교육,1
6196,ai맞춤형교육대전환,1
6197,ai핵심역량제고를위한맞춤형교육과정전환,1
6198,교육연구정보원을ai교육중심허브로개편,1
6199,ai수업모델제작,1
6200,교사연수,1
6201,학습데이터기반맞춤교육등핵심역량중심컨트롤타워개편,1
6202,통합ai기반학습플랫폼구축으로수준별맞춤형학습제공,1
6203,ai·sw창의,1
6204,융합교육과정을확대하여창의융합형인재육성,1
6205,교육불평등을해소하고ai학습기회가달라지지않도록공교육ai교육학습환경기반구축,1
6206,ai융합ncs교육과정개편,1
6207,범교과인공지능,1
6208,융합교육과정운영,1
6209,생성형ai기반cbl수업의이해를바탕으로학교교육과정다양화,1
6210,정착으로,1
6211,진로·경제교육,1
6212,미래형부산교육은입시에서끝나는것이아니라,1
6213,아이들이자기삶을꾸려갈힘을길러주는교육,1
6214,부산의미래형성장전략산업진로트랙운영,1
6215,산업연계형프로젝트수업,1
6216,부산에정주하는인재교육생태계구축,1
6217,해양·물류,1
6218,금융·핀테크,1
6219,ai·데이터중심의학과통,1
6220,폐합및부산의미래형교육과정개편,1
6221,항공,1
6222,빅데이터등미래전략산업전문인력양성을위한특성화고확대및전문교원양성지원,1
6223,지역대학·기업과연계한프로젝트수업과현장체험,1
6224,인턴십형프로그램확대,1
6225,글로벌학습환경구축으로중소기업,1
6226,특성화고연계맞춤형미래인재육성,1
6227,키우는도시,1
6228,정주하는도시,1
6229,로전환하는교육정책추진산업수요형교육정책수립을통한교육,1
6230,산업고도화로이어지는교육,1
6231,창업중심도시,1
6232,스케일업도시,1
6233,로의전환교육추진,1
6234,ai바우처플랫폼을구축하여초·중·고교육컨트롤타워기능수행,1
6235,부산형진로진학지원센터기능을강화하고진로진학전문연구원운영,1
6236,용돈·저축,1
6237,중등신용·이자·금융사기예방,1
6238,투자자산관리·연금·세금등단계별경제·금융교육실시,1
6239,지역금융기관과연계한디지털금융·경제체험교육운영,1
6240,청소년의경제적자립역량과사회초년생금융문해력교육강화,1
6241,품격과,1
6242,태도를,1
6243,체험중심교육,1
6244,권리만이아니라책임을,1
6245,실력만이아니라먼저사람됨을가르는교육,1
6246,존중과배려의감성교육강화,1
6247,글로벌한국인으로서의시민교육강화,1
6248,모두가신나는즐거운학교만들기,1
6249,책상앞공부만이아니라,1
6250,몸과마음이함께성장하는학교,1
6251,인1기,1
6252,실천중심교육,1
6253,인성교육과연계한생태체험교육,1
6254,체험교육인프라구축,1
6255,타인의자유와권리를존중하고타인과의갈등해결역량교육,1
6256,생활속예절과언어습관,1
6257,디지털윤리중심으로책임있는생활교육,1
6258,글로벌기준의품격과예절교육,1
6259,협업및다문화이해교육,1
6260,해외학교온라인·오프라인교류확대및실생활중심외국어교육,1
6261,더넓은선택,1
6262,더편안한교복,1
6263,신나는학교만들기실현,1
6264,존중과배려에기반한특색있는학교프로그램운영,1
6265,학생들의정서지원프로그램강화,1
6266,우울증,1
6267,조울증등,1
6268,학생1예술·1체육활동을지원하는부산교육실현,1
6269,과학·기술,1
6270,인문학분야의교류·협력활동기회제공,1
6271,학교밖체험과실천중심의해양생태교육,1
6272,숲체험활성화,1
6273,부산의자연환경을활용한생명존중,1
6274,협력의가치를배우는체험교육인프라구축,1
6275,기존시설과지역자원을우선활용,1
6276,권역별체험교육시설단계적확대,1
6277,학습능력을,1
6278,ai시대에도기본은읽기,1
6279,계산하는힘으로아이한명도놓치지않는교육,1
6280,기본학력책임교육,1
6281,진단·처방·모니터링연계교육전환,1
6282,인공지능시대,1
6283,미래인재형학력신장,1
6284,평가가아닌진단을통한학생별,1
6285,수준별기초문해력,1
6286,질문능력등기초학력신장강화,1
6287,활용으로이어지는학습과정완성,1
6288,모니터링시스템도입으로1,1
6289,기반교육제공,1
6290,tutorialsystem으로학생별맞춤형학습지원강화,1
6291,수준별맞춤형학습코치와전문인력을연계하여지원,1
6292,ai시대질문능력,1
6293,프롬프트엔지니어링등,1
6294,과검증능력향상을위한교육체계구축,1
6295,년하반기부터,1
6296,년말,1
6297,동행교육,1
6298,학교와가정,1
6299,지역이함께아이를키우는부산교육,1
6300,촘촘한안전망으로안전한학교만들기,1
6301,존중받는교사,1
6302,교육력회복,1
6303,교육공동체와함께만드는미래교육,1
6304,소방,1
6305,복지단체등유관기관과상시협력체계구축통한학교안전고도화,1
6306,통학취약지역의안전한등하교를위한통학로개선,1
6307,교무업무전담교사를배치하여교무행정지원체계강화,1
6308,즉각적이고실질적인교권보호시스템을구축하여교육력회복,1
6309,학교별교권보호지원단역할강화,1
6310,부산교육회복센터를설치하여학폭,1
6311,교권문제종합관리,1
6312,학교보건업무공백지원을위한학생보건지원인력풀구축,1
6313,서부산권영양교육체험센터설립을통한영양교육지원강화,1
6314,학연·혈연·지연을배제한공정한인사평가제도확립,1
6315,학부모교육진흥원설립을통한학부모교육지원체계구축하여함께만드는행복교육실현,1
6316,부산형다문화교육활성화로이주배경학생의적응과소통강화,1
6317,특수교육대상학생과가정을대상으로상담·진로·돌봄지원강화,1
6318,지역아동센터등,1
6319,이용편의를위한통합시스템구축,1
6320,사람다움이,1
6321,핵심이,1
6322,향상되는,1
6323,앞서갈수록,1
6324,본질인,1
6325,정규교육,1
6326,교육시스템을,1
6327,지역종교시설,1
6328,명상교육,1
6329,테마탐방,1
6330,전학교,1
6331,ai현장체험교육,1
6332,확대2050505050,1
6333,테마탐방2030505050,1
6334,강화510101010전학교,1
6335,학습시스템,1
6336,합계100300422622422,1
6337,교육도시,1
6338,암기위주의,1
6339,과거교육,1
6340,부산의,1
6341,아이들을,1
6342,세계적인,1
6343,양성하고,1
6344,한명의,1
6345,기초미달도,1
6346,학습지원체게,1
6347,전국의,1
6348,명품교육도시,1
6349,ib교육방식,1
6350,교육운영,1
6351,학년부터,1
6352,학교장,1
6353,전형고,1
6354,전면도입,1
6355,강화1030303030합계110340515490565,1
6356,교육에만,1
6357,교권보호를,1
6358,강하게,1
6359,교권침해에,1
6360,강력히,1
6361,줄여서,1
6362,부산교육의,1
6363,향상시고,1
6364,소통구조를,1
6365,노무사,1
6366,권리보장을,1
6367,stop시스템,1
6368,교권침해시,1
6369,특별프로그램,1
6370,전담기관,1
6371,학교업무를,1
6372,제2행정본부로,1
6373,전면확대,1
6374,힐링캠프운영,1
6375,행정이전,1
6376,교육현장과의,1
6377,소통강화,1
6378,년부,1
6379,힐링캠프운영510101010,1
6380,설립550101010교육현장과의,1
6381,소통강화11111합계17121617171,1
6382,교육기회는,1
6383,누구에게나,1
6384,평등하고,1
6385,경제적형편이,1
6386,장애물이,1
6387,이이들의,1
6388,경험의,1
6389,무한히,1
6390,넓힐,1
6391,영유아부터,1
6392,저학년까지,1
6393,경력단절,1
6394,걱정없이,1
6395,책임시스템을,1
6396,캠프운영,1
6397,돌봄시스템,1
6398,부터,1
6399,사행,1
6400,통학비,1
6401,해외체험탐방,1
6402,다자녀,1
6403,자율운영50300300300300공립,1
6404,지원50200200200200통학비,1
6405,해외체험,1
6406,지원2050505050다문화,1
6407,해소50100100100100인성영수,1
6408,확대50200300400500다자녀,1
6409,확대510101010,1
6410,합계,1
6411,학부모님이,1
6412,건강부터,1
6413,학교시설까지,1
6414,교육시스테,1
6415,기초건강,1
6416,검진시스템,1
6417,학교주변에,1
6418,안전모니터링,1
6419,급식시스템과,1
6420,검진서비스,1
6421,전수실시,1
6422,먼지없는,1
6423,검진서비스10100100100100,1
6424,설치50200200200200,1
6425,확대50100200300250,1
6426,먼지,1
6427,조성10500500500500,1
6428,합계5801,1
6429,교육과정·교원·학교,1
6430,정답·주입식,1
6431,획일,1
6432,역량·사고,1
6433,교사·학교에,1
6434,교육과정·운영,1
6435,부여해,1
6436,수업이,1
6437,국가교육과정을,1
6438,역량·과정,1
6439,세분화된,1
6440,학교·교사,1
6441,자유발행제,1
6442,영어수업,1
6443,확대n교원·학교,1
6444,양성·선발,1
6445,연공서열,1
6446,성과·전문성,1
6447,교사·스타,1
6448,교장·명품,1
6449,선정과,1
6450,교사제로,1
6451,권한·예산,1
6452,학교운영위원회,1
6453,자치제,1
6454,교육청·현장,1
6455,교사제·자율교육과정,1
6456,운영n중기,1
6457,개편n장기,1
6458,양성기관·교육부와,1
6459,불필요·중복,1
6460,인력·행정사업,1
6461,자율사업비로,1
6462,국가·시,1
6463,교원양성,1
6464,에는,1
6465,국고·서울시,1
6466,단계는,1
6467,한정된,1
6468,학교부터,1
6469,시작해,1
6470,돌려주어,1
6471,경쟁·다양성·책임이,1
6472,살아,1
6473,비형식·비정규,1
6474,학력·경력으로,1
6475,n학교,1
6476,배정·입학,1
6477,일률,1
6478,선호,1
6479,교육과정·프로그램으로,1
6480,경쟁하는,1
6481,selection,1
6482,입학설명회·입학식,1
6483,정례화n학부모,1
6484,권한·책임,1
6485,권리·의무·책임,1
6486,설치·상설,1
6487,운영n비형식·비정규,1
6488,학습·민간,1
6489,학점·포트폴리오·자격,1
6490,주민·전문가,1
6491,명예교사제,1
6492,법·조례,1
6493,시범구,1
6494,명예교사제·학부모,1
6495,입학설명회,1
6496,학군별로,1
6497,자유배정제,1
6498,학습·민간교육,1
6499,주로,1
6500,제도·시스템,1
6501,개편이,1
6502,중심이므로,1
6503,정보시스템,1
6504,개선·홍보·연수에,1
6505,입학·배정,1
6506,전환·통합하여,1
6507,교육·명예교사,1
6508,자원봉사·민간,1
6509,협력과,1
6510,결합해,1
6511,교육데이터,1
6512,개방·투명,1
6513,정보와,1
6514,교육데이터를,1
6515,개방해,1
6516,학부모·시민이,1
6517,데이터·증거,1
6518,n교육데이터,1
6519,진로지도,1
6520,현황,1
6521,지표로,1
6522,수집·공개,1
6523,비교·조회,1
6524,학교정보,1
6525,구축n데이터,1
6526,교육연구,1
6527,교육실천,1
6528,데이터로,1
6529,learning,1
6530,analytics,1
6531,부진·위기,1
6532,경보,1
6533,구축n,1
6534,공약별,1
6535,이행률·집행내역,1
6536,시민·학부모,1
6537,평가단,1
6538,기본정보·성과,1
6539,오픈n중기,1
6540,만족도·진로,1
6541,데이터까지,1
6542,분석·위기경보,1
6543,가동n장기,1
6544,률·정책,1
6545,분석까지,1
6546,한눈에,1
6547,보는,1
6548,교육대시보드,1
6549,정보화·스마트교육,1
6550,클라우드·외부,1
6551,공모로,1
6552,사립학교·대학입시,1
6553,자율·공정,1
6554,사립학교의,1
6555,건학이념과,1
6556,회복해,1
6557,부활시키고,1
6558,대학입시에서,1
6559,자율성과,1
6560,n사립학교,1
6561,편성·운영에,1
6562,채용·인사에,1
6563,학교법인,1
6564,사학의,1
6565,공·사립,1
6566,선의의,1
6567,촉진n공정한,1
6568,대학별,1
6569,입학전형·정원·등록금에,1
6570,국가·서울시와,1
6571,의무화로,1
6572,공정성·투명성,1
6573,진학·진로,1
6574,단체·대학과,1
6575,자율·책임,1
6576,공동프로그램,1
6577,자율모델·대입,1
6578,협력모델,1
6579,자율성은,1
6580,완화·제도,1
6581,개선이,1
6582,핵심이라,1
6583,재정부담은,1
6584,상대적으로,1
6585,적음,1
6586,경쟁·공모,1
6587,특별교부금·서울시,1
6588,지역혁신플랫폼,1
6589,평생·미래역량·복지,1
6590,학생·청년·중장년·어르신,1
6591,청년·중장년은,1
6592,일·전직·창업,1
6593,어르신은,1
6594,평생학습과,1
6595,보장받는,1
6596,급슐랭·무상통학카드·에듀패스,1
6597,n학생,1
6598,미래역량·학교급별,1
6599,활용·문해력·질문하는,1
6600,지역·산업,1
6601,ncs,1
6602,진로로드맵n청년·중장년·어르신,1
6603,서울평생직업교육,1
6604,창업교육,1
6605,문해·생활밀착,1
6606,제공n글로벌,1
6607,시민·거버넌스,1
6608,유네스코·oecd,1
6609,학부모·교사·시민이,1
6610,운영n6대,1
6611,급슐랭,1
6612,프리미어,1
6613,품질·안전,1
6614,무상통학카드,1
6615,무상영어교육,1
6616,영어유치원·방과후,1
6617,교복·체육복·준비물·체험학습비,1
6618,처우·연수·심리,1
6619,소풍·현장체험학습,1
6620,급슐랭·에듀패스·무상통학카드,1
6621,시범사업부터,1
6622,평생직업교육,1
6623,플랫폼·시니어,1
6624,설계n중기,1
6625,학교·전,1
6626,평생교육·글로벌,1
6627,평생·미래역량,1
6628,교육망,1
6629,급식·방과후·돌봄·장학·복지,1
6630,지원·비효율,1
6631,급슐랭·무상통학카드·에듀패스에,1
6632,공동재원,1
6633,교통·복지·청년·노인,1
6634,디지털·ai,1
6635,고령친화,1
6636,복지통합,1
6637,끝내겠습니다,1
6638,발견하면,1
6639,책임지게,1
6640,낳고,1
6641,포기하는,1
6642,바꾸겠습,1
6643,세부터,1
6644,세까지,1
6645,누리며,1
6646,정서지원까지,1
6647,국가와,1
6648,걱정을,1
6649,공정하게,1
6650,공동운영,1
6651,체계구축,1
6652,드림스타트,1
6653,연계담당,1
6654,돌봄까지4,1
6655,부모지원,1
6656,사례관리,1
6657,아동군,1
6658,드림스타트자동연계,1
6659,완성제,1
6660,완성형,1
6661,도입6,1
6662,자치구운영,1
6663,통합2026,1
6664,시행2027,1
6665,국가정책화,1
6666,추진2029,1
6667,보건복지,1
6668,재정효율화,1
6669,개편목,1
6670,bts,1
6671,back,1
6672,school,1
6673,정상화하겠습니다,1
6674,사교육이,1
6675,신뢰하고,1
6676,성장까지,1
6677,자사고가,1
6678,공존하며,1
6679,적성에,1
6680,보장하겠습니,1
6681,공간이,1
6682,되어야,1
6683,고교체계를,1
6684,진로희망에,1
6685,집중고로,1
6686,학교선택권,1
6687,절차는,1
6688,차와,1
6689,차로,1
6690,간소화2,1
6691,심화학습센터,1
6692,구축3,1
6693,학교군별,1
6694,특색있는,1
6695,집중고,1
6696,균형배치,1
6697,육성4,1
6698,운영고로,1
6699,교육시설의,1
6700,권역별5,1
6701,전환6,1
6702,특성화고2027,1
6703,운영2029,1
6704,고교지원,1
6705,선택과,1
6706,투자디지털,1
6707,활용중앙정부,1
6708,연계대학,1
6709,행정성,1
6710,약자와의,1
6711,가운데,1
6712,한명도,1
6713,뒤처지지,1
6714,교육격차는,1
6715,책임입니다,1
6716,가정환경과,1
6717,달라져서는,1
6718,됩니다,1
6719,지원까지,1
6720,책임지원,1
6721,강화1,1
6722,학습관리,1
6723,구축ai,1
6724,탈북가정,1
6725,서울런,1
6726,교육방송국,1
6727,운영3,1
6728,고립,1
6729,회복교육,1
6730,보호5,1
6731,확대6,1
6732,교육취약계층,1
6733,구축2027,1
6734,재편서울시,1
6735,마련교육부,1
6736,사람에게,1
6737,시대의,1
6738,필수입니다,1
6739,사람이어야,1
6740,서울교육을,1
6741,전환하되,1
6742,더욱,1
6743,혁신하겠습니다,1
6744,수업자료,1
6745,도입1,1
6746,강화3,1
6747,도입4,1
6748,운영미래형,1
6749,추진6,1
6750,활성화ai,1
6751,운영2026,1
6752,구조개편교육부,1
6753,활용ai,1
6754,행정비용,1
6755,절감을,1
6756,재투자스마트교육,1
6757,서울시민,1
6758,학생만의,1
6759,권리가,1
6760,기본권입니다,1
6761,끊이지,1
6762,성장하,1
6763,청소년부터,1
6764,노년층까지,1
6765,소득격차에,1
6766,완화디지털,1
6767,시민학습프로그램,1
6768,인문,1
6769,배움터가,1
6770,구축서울형,1
6771,오프라인,1
6772,자격,1
6773,이모작,1
6774,확대5,1
6775,학교운동장,1
6776,학교시설을,1
6777,공간활용,1
6778,평생학습도시,1
6779,디지털전환,1
6780,연계민간기업,1
6781,절감중복,1
6782,시민학습,1
6783,학교안전을,1
6784,해결하겠습니다,1
6785,위험,1
6786,제거,1
6787,학교평화문화,1
6788,심리정서,1
6789,건전한,1
6790,부모들의,1
6791,애로사항,1
6792,경청,1
6793,건강식단,1
6794,종합관리,1
6795,인조잔디운동장,1
6796,첨단시스템,1
6797,학교평화상,1
6798,참여학교,1
6799,시상,1
6800,청결지수화,1
6801,매년정신건강상담실시,1
6802,희망시,1
6803,정신건강상담전담제도입,1
6804,중독등,1
6805,노후인조잔디교체및신규희망학교설치,1
6806,고등학교에학교보안관,1
6807,정규직,1
6808,명배치,1
6809,교원및학부모10,1
6810,명예,1
6811,으로임명,1
6812,다문화배려및지원강화,1
6813,자치구별특수학교설립및특수학급학생부모,1
6814,탈북학생,1
6815,교육복지지원,1
6816,훈련비,1
6817,적응이,1
6818,학생들,1
6819,파격적으로,1
6820,자녀돌봄,1
6821,저녁식사,1
6822,늘봄희망자,1
6823,전원참여가능하도록인력,1
6824,지자체시설,1
6825,커뮤니티센터등,1
6826,유·초등학생,1
6827,통합돌봄센터,1
6828,교육병원의,1
6829,늘봄교실,1
6830,세부터초등취학까지서울시교육청돌봄책임,1
6831,돌봄까지,1
6832,담당함,1
6833,어린이집과유치원의균등지원체제구축,1
6834,통합의,1
6835,영양식,1
6836,실비로,1
6837,식사할,1
6838,개선하여,1
6839,양질의사교육제공이될수있도록학원관리및지원시스템구축,1
6840,방과후수강료및사교육비부담경감방안마련,1
6841,학부모의사교육비부담을80,1
6842,이상줄이는방안마련,1
6843,기초학력보장강화,1
6844,공립형학원시스템운영,1
6845,방과후학습을효율적으로할수있도록체계마련,1
6846,방과후학교에,1
6847,관내우수학원을지정후학원비40,1
6848,감축하도록함나머지60,1
6849,를지자체,1
6850,수요자가각각15,1
6851,커뮤니티센터활용,1
6852,영어과목을우선시작하고수학,1
6853,국어등으로확대함,1
