keyword,count,pledgeCount,candidateCount,candidateRate,countPerCandidate,score,electedCount,electedPledgeCount,electedCandidateCount,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount
일상속에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일상예술,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일상적,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일상형,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일상활력,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일색,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일석사조,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일선,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일손지원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일시적,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일어,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일어나,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일어나고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일어날,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일어서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일어설,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일요일,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일용직,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일원등,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일원에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일은,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일의,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일인당,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일입니다,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리모델,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리뱅크,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자리보장,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자리뿐,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자리사관학교,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자리센터,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리시스템,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리알선,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리연계,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리재단,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리종합센터,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리창츌,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리책임제,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자리클럽,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리특구,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리플랫폼,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리해결,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자리형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리확대,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일자리확보,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자리확충,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자산공원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일자산권,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일정대,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일정부분,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일정비율,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일제강점기,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일조,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일주하,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일진전기,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일찍,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일차의료,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일천,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일천오백,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일체감,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일출,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일치,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일타강사,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
일터에서,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일터존엄,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일환임,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
일회용,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
읽고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
읽어주,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
잃고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
잃어,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임가,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임가공,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임금격차,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임기기간중,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임기초,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대구조,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대농지,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대단지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대물량,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대사업장,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대사업확대,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대수익권,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대용,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대제,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대주거단지,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대주택추진,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대지원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임대하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대하는데,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대해,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대형에서,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대확대,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임대후,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임도조성,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임산부나,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임산비,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임상데이터,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임상캠퍼스,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임시거주시설,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임시구장,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임시놀,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임시보육,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임시시장,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임시이주,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임시터미널,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임시활용,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임신부,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임신준비휴직,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임신축하금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임실에서,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임실에선,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임실역사,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임실읍내,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임야,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임야형,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임업분야,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임업사관학교,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임오,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임용제,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임원비율,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임을,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임자면,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임종,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임직원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임차보증금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임차인에게,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임차하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임차형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임팩트,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
임해,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
임희재,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입각한,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입간판,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입게,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입고출하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입곡,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입교,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입구에서,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입국초기,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입마개,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입문시,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입문형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입법공백,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입법사항,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입법예고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입소료,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입소하지,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입시박람회,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입시정보,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입시제,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입시지원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입시지원센터,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입시진학,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입식,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입실,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입안,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입안제안,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입양률,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입양상담,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입양지원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입원하,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입원환자,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입은,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입장문발표,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입장조차,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입점확대,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입주계획,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입주권,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입주기관,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입주민간,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입주시작,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입주업체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입주완료,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입주율,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입주자안전관리,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입주청소,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입주할,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입주ᅳ투자,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입증된,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입지계획,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입지선정위원회,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입지적,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입지지원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입찰기준,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입체교차,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입체교통도시,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입체교통체계,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입체배후도시,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입체복합구역,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입체통,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입쳬,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입쳬형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입출국,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입출항,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입치,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입학난,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입학시,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입학인원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
입혀,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
입화산,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
잇는다,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
있는데,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
있는바,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
있는지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
있어야,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
있었던,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
있었으나,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
잉여,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
잉여예산,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
잊혀진,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자가,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자가통신망,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자갈치시장,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자갈치축제,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
自强,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자격시험,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자격시험장,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자공고,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자굴산,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자극,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자극하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자금관리,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자금조달체계,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자금조성,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자금지원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자급률,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자긍심이자,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자기결정권,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자기계발비,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자기공명영상,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자기부담금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자기주도삭습센터,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자녀교육,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자녀들,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자녀쑥쑥지원금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자녀출산,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동감지,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자동관리,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동복지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동순환,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자동응답,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자동전송,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동처리,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동충전,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동측정,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동통역,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자동화부두,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자라기,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자라나,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자라날,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자라매김하려,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자랑할,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자력,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자력생산,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자료검색,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자료존,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자리매김해야,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자리에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자립농장,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립력,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립생활센터,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립성,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립시설,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립안심,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립예산,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자립적,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립주택,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자립하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자매병원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자문가로서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자문등,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자문료,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자본걱정,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자본유치,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자부담금액,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자부담률,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자부담율,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자비,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자산매입,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자산배당형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자산운영사,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자산운용사들,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자산적립형,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자산지원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자산화하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자살예방,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자생경제,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자생단체,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자생도시,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자생식물원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자서전,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자속,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자식들,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자신감,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자신들,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자아,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자역적,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연경관지구,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연공간,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연과문화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연과학고,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연드림파크,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연마당,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연미술,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연보전,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연분,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연생태공원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연수변공원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연스러운,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연시설,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연아이스쿨,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연자원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연재난,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연재해뿐,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연재해위험지구,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연적,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연지능,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연채,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연체험,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연치유마을,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자연친환경,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자연화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자영럽자,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자외선,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자원들,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자원매칭,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원봉사단체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원수입선,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자원순환시스템,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원순환형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자원순환형농업,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자원이자,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원입니다,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자원재생,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원재활용,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자원중,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원화센터,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원화하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원활용,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자원회수센터,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자월면,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자유공간,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자유공원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자유롭고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자유무역,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자유무역지역,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자유방임방식,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자유존,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자유표시구역,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자율결정,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자율운항선박,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자율적,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자율중학교,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자율편성,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자율학교,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자율학습,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자율형공립고등학교,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자율화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자은면,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자이언트,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
자재구매,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자재보관,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
자전거고속,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
