keyword,totalCount,totalPledgeCount,totalCandidateCount,electedCount,electedPledgeCount,electedCandidateCount,electedCountPerCandidate,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount,nonElectedCountPerCandidate,perCandidateDifference,moreObservedIn
상권 연계사업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
상권 청년,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
상권 침체,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
상생할 있는,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
상습 정체구간,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
새만금 국제공항,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
생물 다양성,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
생산 농업에서,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
생산적 일자리,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
생태 환경,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
선별 시스템,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
선순환 경제 생태계,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
설립 ai,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
설치 문화,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
설치 ai,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
성공적 개최,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
세무 행정,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
소방학교 부지,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
소상공인 성장하,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
소상공인 육성,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
소상공인 전용,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
소상공인 종합지원센터,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
소상공인 택배비,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
소상공인 ai,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
수소 에너지,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
수익 복지,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
수익공유 모델,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
숙박 외식업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
스마트 물류 단지,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
스마트시티 ai,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
시설 입장료,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
시스템 상시,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
시스템 어르신,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
시스템 으로,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
식물원 건립,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
신설 어르신,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
신속 지원단,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
실무 교육,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
실무협의체 구성,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
실패 재도전,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
아동 안전,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
아빠 육아휴직,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
아이 키우고,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
아이들 마음껏,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
안심 의료체계,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
안전 관리,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
안전 교육,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
안전 조명,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
안전사고 위험,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
야간 돌봄,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
야간 명소화,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
야시장 플리마켓,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
어르신 외롭지,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
어르신 친화,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
업무 문화,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
없는 교통,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
없는 돌봄,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
에너지 보급,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
에너지 첨단,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
에너지 특화,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
여가시설 확충,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
예술 자원,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
예술 체험,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
온라인 판로 개척,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
온종일 돌봄,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
요양 주거,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
원주민 재정착률,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
유스호스텔 건립,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
육성 지원금,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
육성 ai,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
의견 충분히,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
의료장비 도입,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
이동 교육,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
이익 공유제,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
인프라 개선사업,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
인프라 보완,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
인프라 설계,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
인프라 육성,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
일부 장수사랑상품권,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
일이 없도록,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
일자리 상담,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
일자리 선순환하,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
일자리 신설,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
임대아파트 건립,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
입시 진로 컨설팅,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
잇는 산업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
자기주 학습,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
자녀 교육,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
자립형 복지,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
자문단 구성,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
자부심 고취,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
작은 학교,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
장애인 모든,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
장애인종합복지관 건립,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
재개발 속도,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
전망대 설치,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
전문 의견수렴,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
전문성 갖춘,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
전용 바우처 카드,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
전통 문화,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
젊은 부모들,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
접근 용이한,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
정보 플랫폼,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
정주 인프라,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
조형물 설치,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
종목별 대회,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
종자 개발,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주거 가치,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주거 문제,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주거 혁신,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주민참여형 모델,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주민협의체 구성,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주변 도로,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주요 산업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주차 보행,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
주차 편의,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
중소벤처기업부 전통시장 상점,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
중앙투자심사 통과,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
중장년층 일자리,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지구단위계획 변경,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지리적 이점,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지속 가능한 청년,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지역경제활성화 도모,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지역내 총생산,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지역소멸위기 극복,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지정 개발계획,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
지하 지상 연면적,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
직속 투자유치단,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
진단 시스템,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
진로 진학 컨설팅,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
참여 플랫폼,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
참여형 에너지,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
창업 산업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
창업 생활서비스,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
창업 인재,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
찾아 복지,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
채용 기업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
천혜 자연환경,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
철도 단절된,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
청년 고령층,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
청년 정착하,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
청년 정착형,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
청년 행복주택,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
청년인구 유입,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
체감 행정,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
체계 ai,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
체육 공간,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
체험 인프라,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
최대 교육,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
축제 지정,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
축제 통합,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
치료받 있는,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
치유 산업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
침수 피해,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
키우기 좋고 청년,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
키우기 좋은 만들겠습니다,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
키움센터 확충,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
토지보상 착공,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
통행시간 단축,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
투명한 정보 공개,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
투자 정책금융,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
판매 시스템,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
포인트 지급,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
푸드 산업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
품종 개발,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
프로그램 상시,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
한곳에서 이루어지,3,3,2,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
합동 tf,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
해양 조선,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
햇빛소득 마을,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
행정 문턱,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
행정 부담,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
행정 일방적,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
행정 주인인,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
행정 직접,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
행정안전부 디지털 정부,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
행정적 절차,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
홀몸 어르신,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
화장장 건립,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
확충 소상공인,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환경 개발,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환경 규제,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환경 산업,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환경 설계,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환경 인구,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환경 인프라,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환승 시스템,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
환승 없는,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
활력 불어넣겠습니다,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
휴머노이드 로봇,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
휴양 인프라,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
ai 챗봇,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
ai 허브,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
e스포츠 대회,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
uam 도심항공교통,3,3,3,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
가격 안정체계,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
가격 표시제,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
가공 산업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
가공센터 설치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
가공품 개발,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
가능한 공간 발굴,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
가장 적합한,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
가족 단위 방문객,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
가족 어르신,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
가족센터 건립,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
간담회 위원회 운영비,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
간접 일자리,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
간판 정비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
감사 결과 개선사항,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
강력히 요구,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
강원랜드 글로벌 복합,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
강원특별자치도법 특례,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
강원특별자치도법상 규제,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
개발 더욱,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 발생되,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
개발 방법,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
개발 삶의,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
개발 서남권,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
개발 위생,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 유치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 육성,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 착공,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 착수,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 축제,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 판로,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개발 확정,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개설 교통,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개정안 발의,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
개편 연계한 체질,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
개편안 확정,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
거점 도시로서,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
거점 ai,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
거점센터 설치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
거주자 우선주차,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
거쳐 후부터,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
거치지 않는,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
건립 연계개발,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
건물 소유권,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
건물 외벽 가능한,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
건축 비용 최소화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
건축비 저리,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
게임 소프트웨어,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
견학 청소년,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
결과 분기별,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
결정권 보장,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
결제액 일부,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
결합 산업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
경기도비 포천시비,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
경기도에서 시행하,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
경남테크노파크 협력,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
경력자 대상,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
경보 시스템,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
경북 레저세,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
경영 교육,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
경제 선순환 체계,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
경제 시스템,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
경제 심폐소생,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
경제구조 전환,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
계약 보조금 인허,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
계절 관계없,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
계절 근로자 공급,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
계절별 프로그램,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
고급 일자리,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
고령층 교통약자 병원,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
고부가가치 소재 전환,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
고부가가치 제품 전환,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
고용부 청년,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
고지대 보행,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
골목 안전,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공간 관광,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공간 프로그램,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공개 행정,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공 민간투자 병행,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공 복지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공 산업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공 플랫폼,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공건물 주차장 유휴지,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
공공배달앱 민간,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공부지 절감,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공서비스 산업,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
공공서비스 품질 향상,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공의대 설립,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공자원 수익,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공공재정 투입,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
공공협력사업 병행,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
공동육아 나눔터,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공무원 참여하 tf,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
공방 음식점,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
공사 정상화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공사비 일부,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공영 개발,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공원 부지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공원 생활,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공원 인프라,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공원 지하,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공원 포함,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공원화 관광,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공장 ai,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공존하 활력 있는,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
공청회 간담회 위원회,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
과감한 투자 대규모,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
과도한 이월 대폭,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
과정 참여,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
과학기술 인재,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광 건설,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광 생활,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광 융합,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광 정착,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광 콘텐츠 되어,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광 판매,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광객 시대 개막,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광객 이동 편의,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광객 증가 실제,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광객 증가 체류형,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관광객 체류시간 늘리고,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
