keyword,totalCount,totalPledgeCount,totalCandidateCount,electedCount,electedPledgeCount,electedCandidateCount,electedCountPerCandidate,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount,nonElectedCountPerCandidate,perCandidateDifference,moreObservedIn
로봇 산업,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
만성 교통,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
문화 레저,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
물류비용 절감,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
미래산업 기업,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
민간 건설사,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
민생 복지,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
민원 분석,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
발전소 건립,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
보행 상권,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
복지 경제,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
복지 수요,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
복지 혁신,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
복합시설 건립,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
부담 줄이겠습니다,4,4,3,0,0,0,0,3,3,2,0.0076,-0.0076,non-elected
불요불급한 절감,4,4,3,0,0,0,0,3,3,2,0.0076,-0.0076,non-elected
산업 혁신,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
상권 살리고,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
상담 시스템,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
상품권 지급,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
생존권 보장,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
성장축 육성,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
쇼핑 문화,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
수변 공원,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
순환 셔틀버스,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
스쳐 관광,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
스포츠센터 건립,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
시급한 상황,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
시민들 직접,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
시스템 안착,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
시스템 정비,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
시스템 첨단,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
아동 여성,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
야간 문화,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
양성 기업,4,4,3,0,0,0,0,3,3,2,0.0076,-0.0076,non-elected
양육 돌봄,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
에너지 수도,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
에너지 인프라,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
예방 교육,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
예산제 도입,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
유니콘 기업,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
유치 상권,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
유치 에너지,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
유치 tf,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
응급 필수의료,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
의료 안전,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
이미지 제고,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
인프라 결합,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
인프라 혁신,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
일자리 보장,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
일자리 이상,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
입학 축하금,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
자족도시 전환,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
재개발 인허,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
전남 동부권,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
정비 생활,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
정비 착수,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
존엄한 노후,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
주거 밀집지역,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
주변 관광,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
주변 인프라,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
주차 문제,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
지분 참여,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
지역별 특화,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
지역업체 참여,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
지원금 인상,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
집중 개발,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
참여 구조,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
창업 기능,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
창업지원 프로그램,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
창출 기업,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
처리기간 단축,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
첨단 일자리,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
청년 장애인,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
청년들 정착,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
청년층 유입,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
청소년 수련관,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
체류 관광,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
체류시간 증가,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
축구장 야구장,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
컨소시엄 구성,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
특성화 교육,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
특화 일자리,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
플랫폼 도입,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
학교 기관,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
학교 마을,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
학교 병원,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
학부모 학생,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
해결 시스템,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
해양 문화,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
행정 경제,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
행정 문화,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
행정 민원,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
행정서비스 도입,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
협력사 유치,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
확보된 부지,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
ai 리터러시,4,4,4,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
ai 에듀테크,4,4,3,0,0,0,0,3,3,2,0.0076,-0.0076,non-elected
거제발전펀드 펀드,3,3,1,0,0,0,0,3,3,1,0.0076,-0.0076,non-elected
건축물 양성화,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
경북 북부지역,3,3,1,0,0,0,0,3,3,1,0.0076,-0.0076,non-elected
경상적 지출,3,3,1,0,0,0,0,3,3,1,0.0076,-0.0076,non-elected
경쟁력 지속 가능한,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
고용노동부 중기부,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
골든타임 사수,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공간 공원,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공공 교통,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공공임대 공급,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공동 tf,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공론화 중장기 확정,3,3,1,0,0,0,0,3,3,1,0.0076,-0.0076,non-elected
공무직 전환,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공연 관광,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공원 학교,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
공유 플랫폼,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
과감한 개혁,3,3,1,0,0,0,0,3,3,1,0.0076,-0.0076,non-elected
과감히 삭감,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
과정에서 발생하,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
관광 도약,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
관광 자산,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
관광 창업,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
관광 특화,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
관리 ai,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교육 메카,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교육 받을,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교육 자립,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교육부 여성가족부,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교육지원청 설치,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교육청과 협력,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교통수단 도입,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
교통신호 최적화,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
국가 지원금,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
국가 ai,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
국가도로망 종합계획,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
국가산단 조기,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
국공립 어린이집 확충,3,3,3,0,0,0,0,3,3,3,0.0076,-0.0076,non-elected
